id_evento,evento annullato?,programma ufficiale,titolo_evento,id_luogo,nome_luogo,comune,provicia,indirizzo,latitudine,longitudine,luogo_unique_name
1681,NO,NO,Sfilata dei Reparti VVF e dei Radunisti,523,Piazza Vittorio Veneto,Matera,Matera,Piazza Vittorio Veneto,40.666916,16.606227,Piazza Vittorio Veneto (Matera)
1646,NO,SI,Sfumature D'Africa,70,Badia Di Santa Maria Di Pierno,San Fele,Potenza,Strada Provinciale Bosco Della Pietra,40.79248,15.60501,Badia Di Santa Maria Di Pierno (San Fele)
4600,NO,SI,Sguardi sull’Italia fragile,195,Cinema Il Piccolo,Matera,Matera,Via XX Settembre 14,40.66805,16.60663,Cinema Il Piccolo (Matera)
4286,NO,SI,Shame And Cultural Heritage,57,Archivio Di Stato Di Matera,Matera,Matera,Via Tommaso Stigliani 25,40.668794,16.607977,Archivio Di Stato Di Matera (Matera)
3202,NO,SI,Sharing Practice - Alessandro Sciarroni,90,Campus Universitario - Unibas,Matera,Matera,Via Lanera 20,40.662055,16.602667,Campus Universitario - Unibas (Matera)
3204,NO,SI,Sharing Practice - Maria Hassabi,90,Campus Universitario - Unibas,Matera,Matera,Via Lanera 20,40.662055,16.602667,Campus Universitario - Unibas (Matera)
3235,NO,SI,Sharing Practice - Silvia Rampelli,477,Parco Del Castello Tramontano,Matera,Matera,Via Castello,40.66385,16.60625,Parco Del Castello Tramontano (Matera)
4514,NO,SI,"Sharings (Condividere Il Patrimonio, Comunità Consapevoli, Educazione, Digitalizzazione)",90,Campus Universitario - Unibas,Matera,Matera,Via Lanera 20,40.662055,16.602667,Campus Universitario - Unibas (Matera)
4004,NO,SI,Shirin Neshat. Matera 2019,456,Palazzo Lanfranchi,Matera,Matera,Piazza Giovanni Pascoli 1,40.663230,16.610342,Palazzo Lanfranchi (Matera)
4285,NO,SI,Silent Academy,286,Il Sicomoro,Matera,Matera,Via Domenico Ridola 22,40.66255,16.61003,Il Sicomoro (Matera)
4284,NO,SI,Silent Academy: la mostra,286,Il Sicomoro,Matera,Matera,Via Domenico Ridola 22,40.66255,16.61003,Il Sicomoro (Matera)
4625,NO,SI,Silent Academy: la mostra,286,Il Sicomoro,Matera,Matera,Via Domenico Ridola 22,40.66255,16.61003,Il Sicomoro (Matera)
4550,NO,SI,Silent City,77,Biblioteca Provinciale T. Stigliani,Matera,Matera,Piazza Vittorio Veneto,40.667170,16.605515,Biblioteca Provinciale T. Stigliani (Matera)
4547,NO,SI,Silent City,593,Teatro Temporaneo,Matera,Matera,Piazza Tre Torri 1,40.675259738559575,16.584436297416683,Teatro Temporaneo (Matera)
4545,NO,SI,Silent City,593,Teatro Temporaneo,Matera,Matera,Piazza Tre Torri 1,40.675259738559575,16.584436297416683,Teatro Temporaneo (Matera)
4546,NO,SI,Silent City,593,Teatro Temporaneo,Matera,Matera,Piazza Tre Torri 1,40.675259738559575,16.584436297416683,Teatro Temporaneo (Matera)
4542,NO,SI,Silent City - prova ante-generale,593,Teatro Temporaneo,Matera,Matera,Piazza Tre Torri 1,40.675259738559575,16.584436297416683,Teatro Temporaneo (Matera)
2948,NO,SI,Silent Era,99,Casa Cava,Matera,Matera,Via San Pietro Barisano 47,40.668458,16.609254,Casa Cava (Matera)
1621,NO,SI,Simo de Florentia,204,Complesso San Francesco - Palazzo Cultura e Legalità Falcone Borsellino,Senise,Potenza,Piazza Municipio,40.14356,16.29056,Complesso San Francesco - Palazzo Cultura e Legalità Falcone Borsellino (Senise)
1622,NO,SI,Simo de Florentia,188,Chiesa Madre dei Santi Apostoli Pietro e Paolo,San Chirico Raparo,Potenza,Vico Pietro Micca 10,40.189238,16.079644,Chiesa Madre dei Santi Apostoli Pietro e Paolo (San Chirico Raparo)
2674,NO,NO,Simona Baldelli e il suo romanzo Vicolo dell'immaginario,85,Burrosalato,Matera,Matera,Via Rocco Scotellaro 7,40.6649424,16.6078189,Burrosalato (Matera)
1747,NO,SI,Sinfonia per l’Europa,142,Cava Del Sole,Matera,Matera,Strada Statale 7 Via Appia 32,40.681151,16.598275,Cava Del Sole (Matera)
3730,NO,NO,Sinonimi Di Donna,532,Podus - Mangio Dunque Sono,Grottole,Matera,Contrada Bosco Coste,40.621176,16.410949,Podus - Mangio Dunque Sono (Grottole)
3414,NO,NO,Sinonimi Di Donna,532,Podus - Mangio Dunque Sono,Grottole,Matera,Contrada Bosco Coste,40.621176,16.410949,Podus - Mangio Dunque Sono (Grottole)
3281,NO,NO,Sinonimi Di Donna,223,El Tablao,Matera,Matera,Via Cesare Beccaria 10,40.6686586,16.6047758,El Tablao (Matera)
2077,NO,NO,Sirino in Transumanza,304,Lago Laudemio - Monte Sirino,Lagonegro,Potenza,Lago Laudemio - Monte Sirino,40.143147,15.836735699999963,Lago Laudemio - Monte Sirino (Lagonegro)
2878,NO,SI,"Siris, Bollita, Nova Siri...Un viaggio nella Storia",17,Luoghi vari,Nova Siri,Matera,,40.151489,16.539092,*Luoghi vari (Nova Siri)
4515,NO,SI,Slow Talk,99,Casa Cava,Matera,Matera,Via San Pietro Barisano 47,40.668458,16.609254,Casa Cava (Matera)
1686,NO,SI,Social Food Forum,456,Palazzo Lanfranchi,Matera,Matera,Piazza Giovanni Pascoli 1,40.663230,16.610342,Palazzo Lanfranchi (Matera)
4728,NO,SI,Social Light - Laboratori di autocostruzione,435,Open Design School - Casino Padula,Matera,Matera,Via Dei Pesci,40.642424,16.624893,Open Design School - Casino Padula (Matera)
1960,NO,SI,Social Light - Laboratori di autocostruzione,435,Open Design School - Casino Padula,Matera,Matera,Via Dei Pesci,40.642424,16.624893,Open Design School - Casino Padula (Matera)
4724,NO,SI,Social Light - Laboratori di autocostruzione,435,Open Design School - Casino Padula,Matera,Matera,Via Dei Pesci,40.642424,16.624893,Open Design School - Casino Padula (Matera)
4728,NO,SI,Social Light - Laboratori di autocostruzione,290,Infopoint Matera 2019,Matera,Matera,Via Lucana 125/127,40.65651,16.61608,Infopoint Matera 2019 (Matera)
4116,NO,SI,Solar Cooking Club,435,Open Design School - Casino Padula,Matera,Matera,Via Dei Pesci,40.642424,16.624893,Open Design School - Casino Padula (Matera)
2757,NO,NO,SOLISTI LUCANI,156,Chiesa del Cristo Flagellato (Ex Ospedale San Rocco),Matera,Matera,Via San Biagio 31,40.667515,16.607794,Chiesa del Cristo Flagellato (Ex Ospedale San Rocco) (Matera)
3479,NO,NO,Solisti Lucani in concerto,450,Palazzo Bernardini,Matera,Matera,Arco Del Sedile 9,40.665404,16.609848,Palazzo Bernardini (Matera)
2228,NO,SI,Solo. Il Nuovo One Man Show,142,Cava Del Sole,Matera,Matera,Strada Statale 7 Via Appia 32,40.681151,16.598275,Cava Del Sole (Matera)
2957,NO,SI,Sotto lo stesso manto,457,Palazzo Loffredo,Potenza,Potenza,Via Andrea Serrao,40.6398,15.80621,Palazzo Loffredo (Potenza)
2243,NO,SI,Sotto lo stesso manto - installazione,317,Mata - Museo Diocesano,Matera,Matera,Via Del Riscatto 12,40.6673,16.61132,Mata - Museo Diocesano (Matera)
2202,NO,SI,Sotto lo stesso manto – azione corale,494,Piazza Duomo,Matera,Matera,Piazza Duomo,40.66663,16.61118,Piazza Duomo (Matera)
4754,NO,NO,Sound of Blues - Duo Unplugged,223,El Tablao,Matera,Matera,Via Cesare Beccaria 10,40.6686586,16.6047758,El Tablao (Matera)
4834,NO,NO,Sound of Blues - Duo Unplugged,223,El Tablao,Matera,Matera,Via Cesare Beccaria 10,40.6686586,16.6047758,El Tablao (Matera)
2104,NO,NO,South Italy Blues Connection,99,Casa Cava,Matera,Matera,Via San Pietro Barisano 47,40.668458,16.609254,Casa Cava (Matera)
3832,NO,NO,Spaghetti a Mezzanotte - DJ Set sotto le stelle,532,Podus - Mangio Dunque Sono,Grottole,Matera,Contrada Bosco Coste,40.621176,16.410949,Podus - Mangio Dunque Sono (Grottole)
2749,NO,NO,Speciale 'Dalla Spiga al Pane di Matera',289,Infopoint Fondazione Sassi,Matera,Matera,Piazzetta San Biagio 1,40.667237,16.607069,Infopoint Fondazione Sassi (Matera)
1625,NO,SI,Speranza Di Pace E Disarmo,428,Museo Diocesano,Venosa,Potenza,Largo Vescovado,40.96504,15.82235,Museo Diocesano (Venosa)
3252,NO,NO,Spettacolo Teatrale 'Viaggio Di Psiche',90,Campus Universitario - Unibas,Matera,Matera,Via Lanera 20,40.662055,16.602667,Campus Universitario - Unibas (Matera)
2247,NO,SI,Splendori e miserie della cultura meridionale,99,Casa Cava,Matera,Matera,Via San Pietro Barisano 47,40.668458,16.609254,Casa Cava (Matera)
3775,NO,SI,Spumeggiando,554,Sala Angela Ferrara,Cersosimo,Potenza,Via Fratelli Bandiera 1,40.046474,16.347927,Sala Angela Ferrara (Cersosimo)
3736,NO,NO,Sputnik Festival 2019,546,Rione Terravecchia,Pisticci,Matera,Rione Terravecchia,40.390332,16.551523,Rione Terravecchia (Pisticci)
2381,NO,NO,SQuadraccia / Note d’autore,223,El Tablao,Matera,Matera,Via Cesare Beccaria 10,40.6686586,16.6047758,El Tablao (Matera)
3285,NO,NO,St. Rock Festival,16,Luoghi vari,Montescaglioso,Matera,,40.55,16.666667,*Luoghi vari (Montescaglioso)
3515,NO,NO,Stagione Estiva Compagnia Asd Oltredanza,456,Palazzo Lanfranchi,Matera,Matera,Piazza Giovanni Pascoli 1,40.663230,16.610342,Palazzo Lanfranchi (Matera)
3515,NO,NO,Stagione Estiva Compagnia Asd Oltredanza,430,MUSMA - Museo Della Scultura Contemporanea,Matera,Matera,Via San Giacomo 20,40.666102,16.612281,MUSMA - Museo Della Scultura Contemporanea (Matera)
3515,NO,NO,Stagione Estiva Compagnia Asd Oltredanza,275,Hotel Le Monacelle,Matera,Matera,Via Riscatto 15,40.667523,16.611559,Hotel Le Monacelle (Matera)
1936,NO,SI,Stand by shame,57,Archivio Di Stato Di Matera,Matera,Matera,Via Tommaso Stigliani 25,40.668794,16.607977,Archivio Di Stato Di Matera (Matera)
1936,NO,SI,Stand by shame,480,Parco Integrato Di Serra Rifusa,Matera,Matera,Via Carlo Alberto Dalla Chiesa 24,40.6859,16.57611,Parco Integrato Di Serra Rifusa (Matera)
3163,NO,SI,Stand by shame: Leggermente Opening Party,57,Archivio Di Stato Di Matera,Matera,Matera,Via Tommaso Stigliani 25,40.668794,16.607977,Archivio Di Stato Di Matera (Matera)
3163,NO,SI,Stand by shame: Leggermente Opening Party,480,Parco Integrato Di Serra Rifusa,Matera,Matera,Via Carlo Alberto Dalla Chiesa 24,40.6859,16.57611,Parco Integrato Di Serra Rifusa (Matera)
3162,NO,SI,Stand by shame: Talk,57,Archivio Di Stato Di Matera,Matera,Matera,Via Tommaso Stigliani 25,40.668794,16.607977,Archivio Di Stato Di Matera (Matera)
3162,NO,SI,Stand by shame: Talk,480,Parco Integrato Di Serra Rifusa,Matera,Matera,Via Carlo Alberto Dalla Chiesa 24,40.6859,16.57611,Parco Integrato Di Serra Rifusa (Matera)
3734,NO,SI,State of the art,99,Casa Cava,Matera,Matera,Via San Pietro Barisano 47,40.668458,16.609254,Casa Cava (Matera)
3224,NO,SI,"Stati della natura, vertigini di scala e ricerca di senso nell'Antropocene",90,Campus Universitario - Unibas,Matera,Matera,Via Lanera 20,40.662055,16.602667,Campus Universitario - Unibas (Matera)
2075,NO,NO,Steal The Song,223,El Tablao,Matera,Matera,Via Cesare Beccaria 10,40.6686586,16.6047758,El Tablao (Matera)
4497,NO,NO,Stefania Altomare - Summer Haze,208,Concept - Lunatic Bistrot,Bernalda,Matera,Via Cairoli 5,40.409626,16.688249,Concept - Lunatic Bistrot (Bernalda)
3256,NO,SI,Stefano Bollani e Hamilton De Holanda,142,Cava Del Sole,Matera,Matera,Strada Statale 7 Via Appia 32,40.681151,16.598275,Cava Del Sole (Matera)
3895,NO,NO,Steven Feifke Quartet,552,Rosetta Jazz Club,Matera,Matera,Via Gugliemo Marconi 49,40.674467,16.6004679,Rosetta Jazz Club (Matera)
2794,NO,NO,Stinpo,223,El Tablao,Matera,Matera,Via Cesare Beccaria 10,40.6686586,16.6047758,El Tablao (Matera)
3137,NO,SI,Storia di un miracolo: sulle orme dei Basiliani,601,Via Bendini,Missanello,Potenza,Via Bendini,40.281413,16.166020,Via Bendini (Missanello)
4525,NO,SI,Storia vera,589,Teatro Comunale Guerieri,Matera,Matera,Piazza Vittorio Veneto 23,40.666918,16.605920,Teatro Comunale Guerieri (Matera)
3529,NO,NO,Storie brevi - nulla di troppo intimo,456,Palazzo Lanfranchi,Matera,Matera,Piazza Giovanni Pascoli 1,40.663230,16.610342,Palazzo Lanfranchi (Matera)
3559,NO,SI,Street Art 'Magna Grecia 2019',288,Incrocio Via Siris - Via Monte Bianco,Policoro,Matera,Incrocio Via Siris - Via Monte Bianco,40.207762,16.675038,Incrocio Via Siris - Via Monte Bianco (Policoro)
3630,NO,NO,Stregati dalla Luna,465,Palazzo Viceconte,Matera,Matera,Via San Potito 7,40.666575,16.612216,Palazzo Viceconte (Matera)
3715,NO,NO,Strings Ensemble and Accordion,165,Chiesa di San Francesco Da Paola,Matera,Matera,Via XX Settembre 13,40.667838,16.605748,Chiesa di San Francesco Da Paola (Matera)
4601,NO,SI,Stupor Mundi,187,Chiesa Madre dei Santi Apostoli Pietro e Paolo,Montescaglioso,Matera,Via Chiesa Maggiore,40.55714,16.66485,Chiesa Madre dei Santi Apostoli Pietro e Paolo (Montescaglioso)
1571,NO,SI,Stupor Mundi,210,Conservatorio Statale Di Musica E.R. Duni,Matera,Matera,Piazza Del Sedile 2,40.6653096,16.6097694,Conservatorio Statale Di Musica E.R. Duni (Matera)
4479,NO,SI,Stupor Mundi,210,Conservatorio Statale Di Musica E.R. Duni,Matera,Matera,Piazza Del Sedile 2,40.6653096,16.6097694,Conservatorio Statale Di Musica E.R. Duni (Matera)
1571,NO,SI,Stupor Mundi,69,Auditorium R. Gervasio,Matera,Matera,Piazza Del Sedile,40.665332,16.609669,Auditorium R. Gervasio (Matera)
4479,NO,SI,Stupor Mundi,69,Auditorium R. Gervasio,Matera,Matera,Piazza Del Sedile,40.665332,16.609669,Auditorium R. Gervasio (Matera)
4489,NO,NO,Su Filindèu - Metafora di relazioni e comunità,275,Hotel Le Monacelle,Matera,Matera,Via Riscatto 15,40.667523,16.611559,Hotel Le Monacelle (Matera)
4272,NO,NO,"Sua Maestà, il Crusco",208,Concept - Lunatic Bistrot,Bernalda,Matera,Via Cairoli 5,40.409626,16.688249,Concept - Lunatic Bistrot (Bernalda)
2320,NO,SI,Subsonica _ '8 Tour',142,Cava Del Sole,Matera,Matera,Strada Statale 7 Via Appia 32,40.681151,16.598275,Cava Del Sole (Matera)
3133,NO,NO,Sugar Band,223,El Tablao,Matera,Matera,Via Cesare Beccaria 10,40.6686586,16.6047758,El Tablao (Matera)
2925,NO,NO,Sugar Band,223,El Tablao,Matera,Matera,Via Cesare Beccaria 10,40.6686586,16.6047758,El Tablao (Matera)
3776,NO,SI,Suggestione e Partecipazione,363,Municipio,Lagonegro,Potenza,Piazza Unità D'italia,40.123899,15.766311,Municipio (Lagonegro)
2768,NO,SI,Sulla Strada Di Juan Caramuel Y Lobkowitz﻿,397,Municipio,Sant'Angelo Le Fratte,Potenza,Via Duca D'Aosta,40.546824,15.559094,Municipio (Sant'Angelo Le Fratte)
3330,NO,NO,Sulla Via Del Grano,417,Museo Archeologico Nazionale Del Melfese 'Massimo Pallottino',Melfi,Potenza,Via Normanni,40.99836,15.65284,Museo Archeologico Nazionale Del Melfese 'Massimo Pallottino' (Melfi)
1678,NO,SI,Suoni del Futuro Remoto,516,Piazza San Pietro Caveoso,Matera,Matera,Piazza San Pietro Caveoso,40.664606,16.611965,Piazza San Pietro Caveoso (Matera)
3612,NO,SI,Suoni del Futuro Remoto,512,Piazza San Francesco,Matera,Matera,Piazza San Francesco,40.665178,16.609166,Piazza San Francesco (Matera)
1821,NO,SI,Suoni del Futuro Remoto,99,Casa Cava,Matera,Matera,Via San Pietro Barisano 47,40.668458,16.609254,Casa Cava (Matera)
2139,NO,NO,Suoni delle tradizione musicale ebraica,456,Palazzo Lanfranchi,Matera,Matera,Piazza Giovanni Pascoli 1,40.663230,16.610342,Palazzo Lanfranchi (Matera)
4332,NO,SI,Suoni di Pietra,139,Cattedrale di San Gerardo,Potenza,Potenza,Via Vincenzo Scafarelli 6,40.64036,15.80636,Cattedrale di San Gerardo (Potenza)
2407,NO,NO,Supper Club,569,Sassi di Matera,Matera,Matera,Piazza Duomo,40.666667,16.610859,Sassi di Matera (Matera)
2803,NO,NO,SurfingE-MotionsLAB,51,Al Jalil Yoga,Matera,Matera,Via San Pietro Caveoso 6,40.66441,16.60963,Al Jalil Yoga (Matera)
2349,NO,NO,SurfingE-MotionsLAB,51,Al Jalil Yoga,Matera,Matera,Via San Pietro Caveoso 6,40.66441,16.60963,Al Jalil Yoga (Matera)
2690,NO,NO,Sursum corda,185,Chiesa Madre,Pietragalla,Potenza,Via Roma Snc,40.7478,15.8802,Chiesa Madre (Pietragalla)
2564,NO,NO,Susi La Rosa - Rosso Sikelia,99,Casa Cava,Matera,Matera,Via San Pietro Barisano 47,40.668458,16.609254,Casa Cava (Matera)
2562,NO,NO,Susi La Rosa - Rosso Sikelia,99,Casa Cava,Matera,Matera,Via San Pietro Barisano 47,40.668458,16.609254,Casa Cava (Matera)
3066,NO,NO,Swap Party - Pre Summer Edition!,122,Casa Netural,Matera,Matera,Via Galileo Galilei 1,40.676612,16.594213,Casa Netural (Matera)
2720,NO,NO,Swap Party di Primavera,122,Casa Netural,Matera,Matera,Via Galileo Galilei 1,40.676612,16.594213,Casa Netural (Matera)
2087,NO,NO,Swinging To 2019,37,1806 Café,Matera,Matera,Via Lucana 238,40.6613076,16.61025,1806 Café (Matera)
4759,NO,SI,syn_mod - ground.alt,523,Piazza Vittorio Veneto,Matera,Matera,Piazza Vittorio Veneto,40.666916,16.606227,Piazza Vittorio Veneto (Matera)
3524,NO,SI,Talk & Brunch,193,Chiesa Rupestre di Santa Maria De Armenis,Matera,Matera,Sasso Caveoso,40.6626052,16.6111184,Chiesa Rupestre di Santa Maria De Armenis (Matera)
4732,NO,SI,Talk: I Volontari Matera 2019,436,Open Dome,Matera,Matera,Piazza San Francesco 12,40.66523,16.60865,Open Dome (Matera)
2931,NO,NO,Tandem night a Matera!,84,Burbaca,Matera,Matera,Via XX Settembre 14,40.6679005,16.606298,Burbaca (Matera)
3914,NO,NO,Tandem night a Matera!,84,Burbaca,Matera,Matera,Via XX Settembre 14,40.6679005,16.606298,Burbaca (Matera)
3385,NO,NO,"Tango&Jazz: fisarmonica, piano e voce",223,El Tablao,Matera,Matera,Via Cesare Beccaria 10,40.6686586,16.6047758,El Tablao (Matera)
4825,NO,NO,Tangos & Dances,63,Arteria Associazione D'Arte e Cultura,Matera,Matera,Via XX Settembre 2,40.6678,16.6066,Arteria Associazione D'Arte e Cultura (Matera)
4124,NO,NO,Tarabaralla il tesoro del bruco baronessa,69,Auditorium R. Gervasio,Matera,Matera,Piazza Del Sedile,40.665332,16.609669,Auditorium R. Gervasio (Matera)
3435,NO,NO,Teatri Di Terravecchia,489,"Piazza Cirillo, Terravecchia",Montalbano Jonico,Matera,Piazza Cirillo,40.291934,16.559516,"Piazza Cirillo, Terravecchia (Montalbano Jonico)"
3561,NO,NO,Teatri Di Terravecchia,489,"Piazza Cirillo, Terravecchia",Montalbano Jonico,Matera,Piazza Cirillo,40.291934,16.559516,"Piazza Cirillo, Terravecchia (Montalbano Jonico)"
4127,NO,SI,Teatro Diffuso,521,Piazza Valenzano,Pietrapertosa,Potenza,Piazza Valenzano,40.51793,16.06139,Piazza Valenzano (Pietrapertosa)
3165,NO,NO,Teatro Oltre I Limiti,102,Casa Circondariale,Potenza,Potenza,Via Appia 175,40.64011,15.80595,Casa Circondariale (Potenza)
4533,NO,NO,"Terapie naturali, avere cura di sè stessi",156,Chiesa del Cristo Flagellato (Ex Ospedale San Rocco),Matera,Matera,Via San Biagio 31,40.667515,16.607794,Chiesa del Cristo Flagellato (Ex Ospedale San Rocco) (Matera)
3722,NO,SI,Teresa De Sio In Concerto - 'Ragione E Sentimento',225,Essenza Lucano,Pisticci,Matera,Viale Cav. Pasquale Vena S.N.,40.419038,16.549926,Essenza Lucano (Pisticci)
1799,NO,SI,Terra e Libertà: Rocco Scotellaro e il Sud,275,Hotel Le Monacelle,Matera,Matera,Via Riscatto 15,40.667523,16.611559,Hotel Le Monacelle (Matera)
2529,NO,SI,Terrae Motus,447,Palazzo Acito,Matera,Matera,Recinto II Fiorentini,40.666778,16.608843,Palazzo Acito (Matera)
4453,NO,SI,Terranova Capitale per un giorno,407,Municipio,Terranova Di Pollino,Potenza,Via Dante,39.976641,16.298501,Municipio (Terranova Di Pollino)
4420,NO,NO,"Territorio, cultura e sviluppo: una lettura attraverso il Rapporto Istat 2019",90,Campus Universitario - Unibas,Matera,Matera,Via Lanera 20,40.662055,16.602667,Campus Universitario - Unibas (Matera)
2822,NO,NO,Tervox live @1806 Café,37,1806 Café,Matera,Matera,Via Lucana 238,40.6613076,16.61025,1806 Café (Matera)
3902,NO,NO,Tervox live @1806 Café,37,1806 Café,Matera,Matera,Via Lucana 238,40.6613076,16.61025,1806 Café (Matera)
3713,NO,NO,Teste tonde e teste a punta,307,Largo Giacomo Leopardi,Matera,Matera,Largo Giacomo Leopardi,40.6729692,16.5950847,Largo Giacomo Leopardi (Matera)
2455,NO,NO,The acoustic Box Band - Carmen Montagna,223,El Tablao,Matera,Matera,Via Cesare Beccaria 10,40.6686586,16.6047758,El Tablao (Matera)
2665,NO,NO,The Beatles - Tribute Band Live,223,El Tablao,Matera,Matera,Via Cesare Beccaria 10,40.6686586,16.6047758,El Tablao (Matera)
2284,NO,SI,The Black Blues Brothers,477,Parco Del Castello Tramontano,Matera,Matera,Via Castello,40.66385,16.60625,Parco Del Castello Tramontano (Matera)
2387,NO,NO,The Everlasting Butterfly,330,Mula+,Latronico,Potenza,Vico Stabilimento,40.089328,15.981049,Mula+ (Latronico)
4301,NO,SI,The Free Besieged,124,Casa Petrocelli,Moliterno,Potenza,Via Rocco Scotellaro 7,40.2467,15.87105,Casa Petrocelli (Moliterno)
4398,NO,SI,The Free Besieged,124,Casa Petrocelli,Moliterno,Potenza,Via Rocco Scotellaro 7,40.2467,15.87105,Casa Petrocelli (Moliterno)
4399,NO,SI,The Free Besieged,124,Casa Petrocelli,Moliterno,Potenza,Via Rocco Scotellaro 7,40.2467,15.87105,Casa Petrocelli (Moliterno)
2233,NO,NO,The Hammond Project,223,El Tablao,Matera,Matera,Via Cesare Beccaria 10,40.6686586,16.6047758,El Tablao (Matera)
2883,NO,NO,The Highwall Crows,223,El Tablao,Matera,Matera,Via Cesare Beccaria 10,40.6686586,16.6047758,El Tablao (Matera)
2058,NO,NO,The House of the rising sun across the folk universe,37,1806 Café,Matera,Matera,Via Lucana 238,40.6613076,16.61025,1806 Café (Matera)
2884,NO,NO,The Jakson Clan - Tribute Band,223,El Tablao,Matera,Matera,Via Cesare Beccaria 10,40.6686586,16.6047758,El Tablao (Matera)
4302,NO,SI,The Last Zuppa,147,Centro Panta Rei,Sarconi,Potenza,Via Enrico Fermi (zona P.I.P.),40.25262,15.88749,Centro Panta Rei (Sarconi)
4400,NO,SI,The Last Zuppa,147,Centro Panta Rei,Sarconi,Potenza,Via Enrico Fermi (zona P.I.P.),40.25262,15.88749,Centro Panta Rei (Sarconi)
4401,NO,SI,The Last Zuppa,147,Centro Panta Rei,Sarconi,Potenza,Via Enrico Fermi (zona P.I.P.),40.25262,15.88749,Centro Panta Rei (Sarconi)
3336,NO,NO,The Prince Of Venusia,418,Museo Archeologico Nazionale Della Basilicata Dinu Adamesteanu,Potenza,Potenza,Via Andrea Serrao 11,40.6398968,15.8061551,Museo Archeologico Nazionale Della Basilicata Dinu Adamesteanu (Potenza)
4241,NO,SI,The reunion - Ritorno a Plovdiv (2019),195,Cinema Il Piccolo,Matera,Matera,Via XX Settembre 14,40.66805,16.60663,Cinema Il Piccolo (Matera)
2155,NO,NO,The Roof The Beatles,223,El Tablao,Matera,Matera,Via Cesare Beccaria 10,40.6686586,16.6047758,El Tablao (Matera)
3396,NO,SI,The Sound of the Spirit - Anima mundi,514,Piazza San Giovanni,Matera,Matera,Piazza San Giovanni,40.6676,16.60803,Piazza San Giovanni (Matera)
3128,NO,SI,The Sound of the Spirit - Missa Vox Dei,156,Chiesa del Cristo Flagellato (Ex Ospedale San Rocco),Matera,Matera,Via San Biagio 31,40.667515,16.607794,Chiesa del Cristo Flagellato (Ex Ospedale San Rocco) (Matera)
3044,NO,NO,The Stringers,223,El Tablao,Matera,Matera,Via Cesare Beccaria 10,40.6686586,16.6047758,El Tablao (Matera)
2235,NO,NO,The Ugly Boys 'Skunk Anansie Tribute Band' Live @ Cotta 39,216,Cotta 39,Matera,Matera,Via Casalnuovo 39,40.6622447,16.6106572,Cotta 39 (Matera)
3859,NO,NO,The Wonder Grottole 2019,619,Wonder Grottole Community Center,Grottole,Matera,Rione Oronzio Spinazzola,40.601452,16.385164,Wonder Grottole Community Center (Grottole)
2712,NO,NO,Thelma,195,Cinema Il Piccolo,Matera,Matera,Via XX Settembre 14,40.66805,16.60663,Cinema Il Piccolo (Matera)
2397,NO,NO,"Thich Nhat Hanh, La Pace e la gioia sono possibili",310,Libreria Dell'Arco,Matera,Matera,Via Delle Beccherie 55,40.665947,16.608545,Libreria Dell'Arco (Matera)
4186,NO,NO,Tocco Di Professionista,156,Chiesa del Cristo Flagellato (Ex Ospedale San Rocco),Matera,Matera,Via San Biagio 31,40.667515,16.607794,Chiesa del Cristo Flagellato (Ex Ospedale San Rocco) (Matera)
4751,NO,NO,Tommaso La Notte & Mauro Massari,223,El Tablao,Matera,Matera,Via Cesare Beccaria 10,40.6686586,16.6047758,El Tablao (Matera)
3632,NO,SI,Toro scatenato,456,Palazzo Lanfranchi,Matera,Matera,Piazza Giovanni Pascoli 1,40.663230,16.610342,Palazzo Lanfranchi (Matera)
3805,NO,SI,Torre Stormita,596,Torre Bollita,Nova Siri Scalo,Matera,Traversa Via Voce Della Luna,40.129923,16.645831,Torre Bollita (Nova Siri Scalo)
3806,NO,SI,Torre Stormita,596,Torre Bollita,Nova Siri Scalo,Matera,Traversa Via Voce Della Luna,40.129923,16.645831,Torre Bollita (Nova Siri Scalo)
3708,NO,SI,Total Traces: Workshop,57,Archivio Di Stato Di Matera,Matera,Matera,Via Tommaso Stigliani 25,40.668794,16.607977,Archivio Di Stato Di Matera (Matera)
4729,NO,SI,Tra Classicismo e Romanticismo,589,Teatro Comunale Guerieri,Matera,Matera,Piazza Vittorio Veneto 23,40.666918,16.605920,Teatro Comunale Guerieri (Matera)
2886,NO,SI,"Tra musica, tradizione ed innovazione",16,Luoghi vari,Montescaglioso,Matera,,40.55,16.666667,*Luoghi vari (Montescaglioso)
2280,NO,NO,Tra Sogno e Realtà La Mia Città- Gibellina,85,Burrosalato,Matera,Matera,Via Rocco Scotellaro 7,40.6649424,16.6078189,Burrosalato (Matera)
3381,NO,NO,Tra Sogno e Realtà La Mia Città- Gibellina,585,Studio D'Arte Il Comignolo,Matera,Matera,Via Casale 51,40.668892,16.610306,Studio D'Arte Il Comignolo (Matera)
3558,NO,NO,Tracce,585,Studio D'Arte Il Comignolo,Matera,Matera,Via Casale 51,40.668892,16.610306,Studio D'Arte Il Comignolo (Matera)
3602,NO,NO,Tracce,585,Studio D'Arte Il Comignolo,Matera,Matera,Via Casale 51,40.668892,16.610306,Studio D'Arte Il Comignolo (Matera)
3086,NO,SI,Tracce di un popolo: le pitture rupestri di Filiano,354,Municipio,Filiano,Potenza,Corso Giovanni XXIII 10,40.809998,15.706950,Municipio (Filiano)
